t,Vel,Motor,Marcha
1732230651.0,139.06,4321.88,54.83
1732230652.0,139.1,4324.37,55.53
1732230653.0,139.06,4322.2,55.07
1732230654.0,139.09,4322.22,55.0
1732230655.0,139.07,4321.97,54.95
1732230656.0,139.05,4319.83,54.91
1732230657.0,139.01,4322.12,53.39
1732230658.0,138.98,4308.41,54.74
1732230659.0,138.94,4322.05,55.34
1732230660.0,139.03,4308.91,54.74
1732230661.0,139.05,4321.36,55.05
1732230662.01,139.11,4324.56,55.15
1732230663.0,139.09,4324.16,55.41
1732230664.0,139.09,4310.94,56.37
1732230665.01,139.11,4311.93,54.74
1732569648.01,0.15,419.21,0.02
1732569649.0,0.76,477.42,0.01
1732569650.0,0.94,200.42,0.0
1732569651.01,1.2,425.81,0.01
1732569652.02,1.67,344.4,0.0
1732569653.02,1.52,91.6,0.0
1732569654.01,1.34,293.64,0.01
1732569655.0,2.48,637.24,0.04
1732569656.0,3.56,501.47,0.01
1732569657.01,3.43,146.85,0.0
1732569658.01,3.21,49.01,0.0
1732569659.02,2.97,17.0,0.0
1732569660.01,5.36,1448.85,0.22
1732569661.0,12.33,1569.82,0.22
1732569662.0,16.81,1637.01,0.22
1732569663.0,20.05,1713.98,0.23
1732569664.02,25.58,2323.36,0.45
1732569665.01,33.07,2695.91,0.58
1732569666.01,40.49,3069.97,0.76
1732569667.0,48.78,3555.38,1.0
1732569668.0,56.18,3949.07,0.77
1732569669.03,63.48,3251.1,0.76
1732569670.03,64.82,3310.96,0.76
1732569671.0,58.15,3000.7,0.57
1732569672.01,50.4,2644.34,0.45
1732569673.0,52.66,2711.3,0.45
1732569674.0,57.05,3050.64,0.81
1732569675.01,62.91,3268.07,1.0
1732569676.0,68.45,3472.19,1.0
1732569677.02,73.88,3685.38,1.0
1732569678.01,70.24,3554.67,1.0
1732569679.01,63.76,3199.67,0.55
1732569680.0,59.95,2106.62,0.26
1732569681.0,60.2,1943.2,0.13
1732569682.02,59.61,578.51,0.0
1732569683.02,59.01,303.12,0.0
1732569684.02,58.37,89.03,0.0
1732569685.01,57.74,28.34,0.0
1732569686.0,57.11,44.22,0.0
1732569687.0,56.49,44.55,0.0
1732569688.0,55.91,22.49,0.02
1732569689.01,55.31,35.55,0.0
1732569690.0,54.71,21.76,0.0
1732569691.01,54.13,9.28,0.0
1732569692.0,53.57,5.81,0.0
1732569693.0,53.02,4.78,0.0
1732569694.01,52.46,4.47,0.0
1732569695.02,51.88,4.37,0.0
1732569696.0,51.33,4.35,0.0
1732569697.06,50.8,4.34,0.0
1732569698.01,50.29,4.34,0.0
1732569699.0,49.76,4.34,0.0
1732569700.0,49.23,4.34,0.0
1732569701.03,48.69,4.34,0.0
1732569702.0,48.2,16.56,0.0
1732569703.02,47.71,7.98,0.0
1732569704.02,47.21,5.37,0.0
1732569705.01,46.71,4.63,0.0
1732569706.0,46.22,4.42,0.0
1732569707.01,45.77,4.37,0.0
1732569708.03,45.27,4.35,0.0
1732569709.03,44.8,4.34,0.0
1732569710.02,44.33,4.34,0.0
1732569711.01,43.86,4.34,0.0
1732569712.01,43.44,4.34,0.0
1732569713.0,42.98,4.34,0.0
1732569714.01,42.53,4.34,0.0
1732569715.01,42.06,4.34,0.0
1732569716.02,41.62,13.55,0.0
1732569717.0,41.23,7.38,0.0
1732569718.01,40.78,5.16,0.0
1732569719.0,40.35,4.57,0.0
1732569720.0,39.92,4.41,0.0
1732569721.03,39.48,4.36,0.0
1732569722.0,39.1,8.45,0.0
1732569723.01,38.68,5.51,0.0
1732569724.0,38.27,4.67,0.0
1732569725.01,37.87,4.43,0.0
1732569726.0,37.46,4.37,0.0
1732569727.0,37.09,4.35,0.0
1732569728.03,36.68,4.34,0.0
1732569729.03,36.29,4.34,0.0
1732569730.02,35.9,4.34,0.0
1732569731.02,35.51,4.34,0.0
1732569732.01,35.16,4.34,0.0
1732569733.0,34.78,4.34,0.0
1732569734.03,34.38,4.34,0.0
1732569735.0,34.01,4.34,0.0
1732569736.0,33.64,4.34,0.0
1732569737.02,33.3,4.34,0.0
1732569738.01,32.93,4.34,0.0
1732569739.01,32.57,4.34,0.0
1732569740.0,32.21,4.34,0.0
1732569741.02,31.85,4.34,0.0
1732569742.03,32.76,2183.19,0.39
1732569743.01,37.2,2237.38,0.38
1732569744.0,38.73,1155.99,0.0
1732569745.01,38.32,327.68,0.0
1732569746.01,37.91,95.98,0.0
1732569747.0,37.54,33.07,0.0
1732569748.0,37.14,104.13,0.0
1732569749.0,36.73,516.72,0.0
1732569750.03,36.34,149.5,0.0
1732569751.01,35.94,45.49,0.0
1732569752.02,35.59,33.83,0.0
1732569753.01,35.2,352.63,0.0
1732569754.0,35.13,701.16,0.02
1732569826.01,0.0,2.58,0.0
1732569827.01,0.0,3.83,0.0
1732569828.0,0.0,4.17,0.0
1732569829.04,0.0,4.27,0.0
1732569830.01,0.0,4.3,0.0
1732569831.02,0.15,261.23,0.0
1732569832.0,0.03,340.18,0.09
1732569833.01,8.35,1600.66,0.23
1732569834.0,15.43,1965.46,0.35
1732569835.0,22.81,2143.64,0.38
1732569836.04,28.36,2381.35,0.44
1732569837.03,34.97,2725.97,0.55
1732569838.02,42.13,3132.63,0.7
1732569839.01,49.81,3600.53,0.83
1732569840.01,57.27,4022.61,0.83
1732569841.0,62.75,2119.98,0.22
1732569842.0,53.18,1649.79,0.09
1732569843.02,40.81,1358.05,0.09
1732569844.02,29.08,1416.16,0.09
1732569845.03,18.27,1305.27,0.09
1732569846.02,15.49,1142.63,0.07
1732569847.01,16.38,1452.77,0.23
1732569848.0,23.86,2349.8,0.49
1732569849.04,33.59,2823.36,0.75
1732569850.01,41.97,3181.31,1.0
1732569851.02,49.76,3612.68,1.0
1732569852.01,57.59,4033.63,0.8
1732569853.01,65.24,3345.39,0.81
1732569854.0,70.45,3534.12,0.81
1732569855.01,74.93,3706.42,0.81
1732569856.01,80.0,3897.12,0.81
1732569857.03,84.6,4089.09,0.81
1732569858.01,88.98,4257.51,0.81
1732569859.02,93.3,3257.39,0.81
1732569860.01,95.9,3321.14,0.81
1732569861.0,98.64,3392.21,0.81
1732569862.0,93.41,3270.02,0.81
1732569863.03,82.34,2429.59,0.16
1732569864.03,74.46,814.02,0.0
1732569865.0,73.68,271.03,0.0
1732569866.01,72.78,76.22,0.0
1732569867.0,71.92,24.71,0.0
1732569868.0,71.08,10.12,0.0
1732569869.0,70.25,5.98,0.0
1732569870.03,69.47,4.83,0.0
1732569871.01,68.67,4.48,0.0
1732569872.02,67.89,4.38,0.0
1732569873.01,67.11,4.35,0.0
1732569874.0,66.35,4.34,0.0
1732569875.0,65.66,4.34,0.0
1732569876.0,64.92,4.34,0.0
1732569877.01,64.16,4.34,0.0
1732569878.0,63.45,4.34,0.0
1732569879.01,62.74,4.34,0.0
1732569880.01,62.1,4.34,0.0
1732569881.01,61.41,4.34,0.0
1732569882.0,60.73,4.34,0.0
1732569883.0,60.07,4.34,0.0
1732569884.0,59.38,4.34,0.0
1732569885.02,58.79,4.34,0.0
1732569886.02,58.15,4.34,0.0
1732569887.0,57.52,4.34,0.0
1732569888.0,56.89,4.34,0.0
1732569889.0,56.28,4.34,0.0
1732569890.0,55.67,4.34,0.0
1732569891.01,55.05,4.34,0.0
1732569892.02,54.51,4.34,0.0
1732569893.02,53.92,4.34,0.0
1732569894.02,53.35,4.34,0.0
1732569895.01,52.78,892.37,0.14
1732569896.0,52.41,740.9,0.0
1732569897.0,51.86,212.69,0.0
1732569898.03,51.28,60.49,0.0
1732569899.02,50.74,20.26,0.0
1732569900.02,50.2,8.85,0.0
1732569901.01,45.43,5.62,0.0
1732569902.0,44.02,4.7,0.0
1732569903.0,43.55,4.44,0.0
1732569904.0,43.13,4.37,0.0
1732569905.01,42.66,4.35,0.0
1732569906.02,42.21,4.34,0.0
1732569907.0,41.77,4.34,0.0
1732569908.02,41.33,4.34,0.0
1732569909.0,40.89,4.34,0.0
1732569910.0,40.46,4.34,0.0
1732569911.0,40.03,4.34,0.0
1732569912.03,39.59,4.34,0.0
1732569913.02,39.17,4.34,0.0
1732569914.02,38.76,4.34,0.0
1732569915.01,38.35,56.8,0.0
1732569916.01,37.94,19.21,0.0
1732569917.0,37.53,8.56,0.0
1732569918.0,37.13,5.54,0.0
1732569919.02,36.72,4.66,0.0
1732569920.0,36.33,4.43,0.0
1732569921.02,35.94,4.37,0.0
1732569922.01,35.55,4.35,0.0
1732569923.01,35.19,4.34,0.0
1732569924.0,34.81,4.34,0.0
1732569925.0,34.47,4.34,0.0
1732569926.03,34.08,4.34,0.0
1732569927.01,33.7,4.34,0.0
1732569928.02,33.34,4.34,0.0
1732569929.02,32.97,4.34,0.0
1732569930.0,32.64,4.34,0.0
1732569931.0,32.27,4.34,0.0
1732569932.0,31.92,4.34,0.0
1732569933.02,31.55,4.34,0.0
1732569934.02,31.19,4.34,0.0
1732569935.02,30.87,4.34,0.0
1732569936.01,30.53,4.34,0.0
1732569937.0,30.18,4.34,0.0
1732569938.0,29.84,4.34,0.0
1732569939.0,29.5,4.34,0.0
1732569940.03,29.17,4.34,0.0
1732569941.02,28.84,4.34,0.0
1732569942.0,28.5,4.34,0.0
1732569943.0,28.17,978.68,0.26
1732569944.01,32.71,1203.3,0.0
1732569945.01,32.4,391.2,0.0
1732569946.0,32.05,113.97,0.0
1732569947.03,31.67,33.89,0.01
1732569948.03,34.5,1258.91,0.0
1732569949.02,34.14,352.47,0.0
1732569950.02,33.8,113.47,0.0
1732569951.0,33.43,35.27,0.0
1732569952.01,33.06,13.11,0.0
1732569953.0,32.7,6.83,0.0
1732569954.03,32.32,5.01,0.0
1732569955.03,31.99,4.55,0.0
1732569956.02,31.64,4.4,0.0
1732569957.02,31.28,4.36,0.0
1732569958.01,30.93,4.35,0.0
1732569959.01,30.58,4.34,0.0
1732569960.0,30.27,4.34,0.0
1732569961.0,29.92,4.34,0.0
1732569962.03,29.57,4.34,0.0
1732569963.03,29.23,4.34,0.0
1732569964.02,28.89,4.34,0.0
1732569965.01,28.59,4.34,0.0
1732569966.01,28.26,4.34,0.0
1732569967.0,27.93,4.34,0.0
1732569968.0,27.6,4.34,0.0
1732569969.0,27.26,4.34,0.0
1732569970.02,26.96,4.34,0.0
1732569971.01,26.64,4.34,0.0
1732569972.02,26.32,4.34,0.0
1732569973.0,26.01,4.34,0.0
1732569974.01,25.69,4.34,0.0
1732569975.0,25.4,4.34,0.0
1732569976.0,25.08,4.34,0.0
1732569977.03,24.77,4.34,0.0
1732569978.02,24.46,4.34,0.0
1732569979.02,24.16,4.34,0.0
1732569980.0,23.88,4.34,0.0
1732569981.01,23.57,4.34,0.0
1732569982.0,23.27,4.34,0.0
1732569983.03,22.96,4.34,0.0
1732569984.01,22.66,4.34,0.0
1732569985.01,22.39,4.34,0.0
1732569986.0,22.1,4.34,0.0
1732569987.01,21.8,4.34,0.0
1732569988.0,21.51,4.34,0.0
1732569989.0,21.22,4.34,0.0
1732569990.0,20.96,4.34,0.0
1732569991.02,20.66,4.34,0.0
1732569992.01,20.37,4.34,0.0
1732569993.02,20.09,4.34,0.0
1732569994.02,19.8,4.34,0.0
1732569995.0,19.54,4.34,0.0
1732569996.0,19.26,4.34,0.0
1732569997.0,18.98,4.34,0.0
1732569998.03,18.69,4.34,0.0
1732569999.03,18.42,4.34,0.0
1732570000.0,18.16,4.34,0.0
1732570001.01,17.91,4.34,0.0
1732570002.09,17.64,4.34,0.0
1732570003.01,17.39,4.34,0.0
1732570004.0,17.14,4.34,0.0
1732570005.03,16.86,4.34,0.0
1732570006.03,16.59,4.34,0.0
1732570007.0,16.32,4.34,0.0
1732570008.02,16.05,4.34,0.0
1732570009.01,15.79,4.34,0.0
1732570010.01,15.52,4.34,0.0
1732570011.0,15.26,4.34,0.0
1732570012.04,14.99,4.34,0.0
1732570013.0,14.72,4.34,0.0
1732570014.0,14.46,4.34,0.0
1732570015.02,14.2,4.34,0.0
1732570016.01,13.94,4.34,0.0
1732570017.01,13.68,4.34,0.0
1732570018.0,13.42,4.34,0.0
1732570019.0,13.17,4.34,0.0
1732570020.05,12.9,4.34,0.0
1732570021.03,9.34,4.34,0.0
1732570022.02,6.26,4.34,0.0
1732570023.01,6.04,4.34,0.0
1732570024.01,5.81,4.34,0.0
1732570025.0,5.58,4.34,0.0
1732570026.0,5.34,4.34,0.0
1732570027.01,5.09,4.34,0.0
1732570028.0,4.85,4.34,0.0
1732570029.03,4.62,4.34,0.0
1732570030.02,4.4,4.34,0.0
1732570031.01,4.16,4.34,0.0
1732570032.01,3.92,4.34,0.0
1732570033.0,3.68,4.34,0.0
1732570034.03,3.45,4.34,0.0
1732570035.01,3.22,4.34,0.0
1732570036.02,2.98,4.34,0.0
1732570037.02,2.74,4.34,0.0
1732570038.01,2.5,4.34,0.0
1732570039.01,2.29,4.34,0.0
1732570040.0,2.05,4.34,0.0
1732570041.0,1.81,4.34,0.0
1732570042.03,1.57,4.34,0.0
1732570043.03,1.33,4.34,0.0
1732570044.0,1.12,4.34,0.0
1732570045.01,0.88,4.34,0.0
1732570046.01,0.64,4.34,0.0
1732570047.01,0.4,4.34,0.0
1732570048.0,0.17,4.34,0.0
1732570049.02,0.0,4.33,0.0
1732570050.01,0.0,4.31,0.0
1732570051.01,0.0,4.31,0.0
1732570052.02,0.0,4.31,0.0
1732570053.01,0.0,4.3,0.0
1732570054.01,0.0,4.3,0.0
1732570055.0,0.0,4.3,0.0
1732570056.02,0.0,4.3,0.0
1732570057.0,0.0,4.3,0.0
1732570058.0,0.0,4.3,0.0
1732570059.01,0.0,4.3,0.0
1732570060.02,0.0,4.3,0.0
1732570061.01,0.0,4.3,0.0
1732570062.0,0.0,4.3,0.0
1732570063.0,0.0,4.3,0.0
1732570064.04,0.0,4.3,0.0
1732570065.03,0.0,4.3,0.0
1732570066.03,0.0,4.3,0.0
1732570067.02,0.0,4.3,0.0
1732570068.01,0.0,4.3,0.0
1732570069.01,0.0,4.3,0.0
1732570070.0,0.0,4.3,0.0
1732570071.0,0.0,4.3,0.0
1732570072.0,0.0,4.3,0.0
1732570073.03,0.0,4.3,0.0
1732570074.0,0.0,4.3,0.0
1732570075.02,0.0,4.3,0.0
1732570076.01,0.0,4.3,0.0
1732570077.01,0.0,4.3,0.0
1732570078.0,0.0,4.3,0.0
1732570079.0,0.0,4.3,0.0
1732570080.02,0.0,4.3,0.0
1732570081.0,0.0,4.3,0.0
1732570082.02,0.0,4.3,0.0
1732570083.02,0.0,4.3,0.0
1732570084.0,0.0,4.3,0.0
1732570085.0,0.0,4.3,0.0
1732570086.0,0.0,4.3,0.0
1732570087.03,0.0,4.3,0.0
1732570088.03,0.0,4.3,0.0
1732570089.02,0.0,4.3,0.0
1732570090.01,0.0,4.3,0.0
1732570164.03,0.0,4.3,0.0
1732570165.02,0.0,4.3,0.0
1732570166.02,0.0,4.3,0.0
1732570167.01,0.0,117.49,0.09
1732570168.01,8.65,829.12,0.0
1732570169.0,8.45,270.27,0.0
1732570170.0,8.21,79.7,0.0
1732570171.0,7.96,24.65,0.0
1732570172.02,7.71,10.1,0.0
1732570173.02,7.47,5.97,0.0
1732570174.01,7.25,4.85,0.0
1732570175.01,7.0,4.49,0.0
1732570176.0,6.78,4.39,0.0
1732570177.0,6.58,4.36,0.0
1732570178.03,6.33,4.35,0.0
1732570179.02,6.09,4.34,0.0
1732570180.0,5.85,98.71,0.0
1732570181.0,5.61,31.09,0.0
1732570182.0,5.37,11.92,0.0
1732570183.01,5.13,6.49,0.0
1732570184.0,4.89,4.95,0.0
1732570185.0,4.65,4.51,0.0
1732570186.01,4.4,4.39,0.0
1732570187.02,4.16,4.35,0.0
1732570188.02,3.93,4.34,0.0
1732570189.02,3.69,4.34,0.0
1732570190.0,3.45,4.34,0.0
1732570191.0,3.21,4.34,0.0
1732570192.0,2.97,4.34,0.0
1732570193.0,9.09,2263.59,0.59
1732570194.0,26.68,3264.74,1.0
1732570195.02,39.87,3049.15,0.75
1732570196.01,47.89,3498.51,0.98
1732570197.01,56.14,3972.61,1.0
1732570198.0,60.02,1349.87,0.0
1732570199.0,59.37,837.45,0.0
1732570200.0,58.72,377.38,0.0
1732570201.01,58.06,225.19,0.0
1732570202.0,57.43,561.52,0.0
1732570203.03,57.38,2379.38,0.48
1732570204.02,62.19,3242.7,1.0
1732570205.01,67.74,3444.28,1.0
1732570206.01,73.19,3658.68,1.0
1732570207.0,78.45,3858.7,1.0
1732570208.0,81.28,1937.84,0.0
1732570209.03,80.25,1060.57,0.0
1732570210.03,79.27,380.6,0.0
1732570211.02,78.3,110.98,0.0
1732570212.02,77.35,171.33,0.0
1732570213.01,76.41,83.12,0.0
1732570214.01,75.49,26.67,0.0
1732570215.0,74.59,10.67,0.0
1732570216.03,73.67,6.05,0.0
1732570217.03,72.8,4.82,0.0
1732570218.0,71.95,4.48,0.0
1732570219.02,71.11,4.38,0.0
1732570220.01,70.28,4.35,0.0
1732570221.01,69.47,4.34,0.0
1732570222.0,68.67,4.34,0.0
1732570223.0,67.88,4.34,0.0
1732570224.01,67.07,4.34,0.0
1732570225.03,66.31,4.34,0.0
1732570226.01,65.56,4.34,0.0
1732570227.01,64.82,4.34,0.0
1732570228.01,64.1,4.34,0.0
1732570229.0,63.38,4.34,0.0
1732570230.0,62.68,4.34,0.0
1732570231.02,61.95,4.34,0.0
1732570232.01,61.27,4.34,0.0
1732570233.02,60.59,4.34,0.0
1732570234.02,59.93,6.62,0.0
1732570235.01,59.27,4.99,0.0
1732570236.01,58.63,4.52,0.0
1732570237.0,57.99,4.39,0.0
1732570238.0,57.36,4.36,0.0
1732570239.03,56.71,4.34,0.0
1732570240.03,56.1,4.34,0.0
1732570241.02,55.5,4.34,0.0
1732570242.0,54.9,4.34,0.0
1732570243.05,54.31,4.34,0.0
1732570244.0,53.78,79.24,0.0
1732570245.0,53.2,25.57,0.0
1732570246.0,52.64,10.36,0.0
1732570247.0,52.06,5.96,0.0
1732570248.01,51.55,4.85,0.0
1732570249.02,51.0,4.48,0.0
1732570250.0,50.46,4.38,0.0
1732570251.01,49.93,4.35,0.0
1732570252.0,49.4,4.34,0.0
1732570253.0,48.92,4.34,0.0
1732570254.0,48.4,4.34,0.0
1732570255.03,47.87,4.34,0.0
1732570256.03,47.37,4.34,0.0
1732570257.02,46.87,4.34,0.0
1732570258.0,46.42,4.34,0.0
1732570259.0,45.93,4.34,0.0
1732570260.0,45.44,4.34,0.0
1732570261.0,44.97,4.34,0.0
1732570262.0,44.48,4.34,0.0
1732570263.0,44.05,82.29,0.0
1732570264.01,43.59,1068.85,0.04
1732570265.01,43.15,472.87,0.0
1732570266.01,42.69,137.06,0.0
1732570267.01,42.24,41.96,0.0
1732570268.0,41.83,16.14,0.0
1732570269.0,41.39,7.68,0.0
1732570270.01,40.94,5.24,0.0
1732570271.02,40.51,4.6,0.0
1732570272.02,40.08,4.41,0.0
1732570273.01,39.69,4.36,0.0
1732570274.0,39.27,4.35,0.0
1732570275.0,38.85,4.34,0.0
1732570276.01,38.44,4.34,0.0
1732570277.03,38.02,4.34,0.0
1732570278.03,37.64,4.34,0.0
1732570279.02,37.24,4.34,0.0
1732570280.01,36.87,4.34,0.0
1732570281.01,36.48,4.34,0.0
1732570282.01,36.09,4.34,0.0
1732570283.0,35.7,4.34,0.0
1732570284.0,35.31,4.34,0.0
1732570285.03,34.92,4.34,0.0
1732570286.03,34.54,4.34,0.0
1732570287.02,34.19,4.34,0.0
1732570288.02,33.82,4.34,0.0
1732570289.01,34.69,2321.72,0.46
1732570290.01,36.77,821.39,0.0
1732570291.0,36.38,235.3,0.0
1732570292.03,35.97,66.58,0.0
1732570293.02,35.58,21.98,0.0
1732570294.0,35.2,9.34,0.0
1732570295.0,34.82,5.76,0.0
1732570296.01,33.97,4.74,0.0
1732570297.01,29.84,4.45,0.0
1732570298.0,29.53,4.38,0.0
1732570299.0,29.19,4.35,0.0
1732570300.03,29.49,2132.89,0.44
1732570301.03,33.36,1166.05,0.04
1732570302.01,36.04,1371.01,0.04
1732570303.02,35.67,575.79,0.0
1732570304.01,35.29,188.29,0.0
1732570305.0,34.91,82.95,0.0
1732570306.0,34.53,26.62,0.0
1732570307.01,34.2,660.43,0.02
1732570308.03,33.84,667.4,0.0
1732570309.03,33.47,317.52,0.0
1732570310.0,33.11,169.68,0.0
1732570311.0,32.74,89.33,0.0
1732570312.01,32.38,28.43,0.0
1732570313.0,32.05,11.89,0.0
1732570314.0,31.7,19.43,0.0
1732570315.0,31.33,454.24,0.11
1732570316.03,34.51,2418.51,0.5
1732570317.02,42.16,3196.26,1.0
1732570318.02,49.62,3604.28,0.93
1732570319.01,57.64,4065.56,1.0
1732570320.0,65.27,4490.31,1.0
1732570321.0,72.56,3651.51,1.0
1732570322.03,78.06,3844.03,1.0
1732570323.03,82.71,4028.96,1.0
1732570324.02,87.55,4224.56,1.0
1732570325.02,92.17,4405.1,1.0
1732570326.0,96.53,4564.7,1.0
1732570327.01,101.05,3413.27,1.0
1732570328.0,100.23,3461.16,1.0
1732570329.0,91.47,3247.65,1.0
1732570330.01,82.64,3068.06,1.0
1732570331.03,75.1,3745.49,1.0
1732570332.02,68.87,3500.33,1.0
1732570333.01,63.5,3303.03,1.0
1732570334.0,57.38,3029.71,0.69
1732570335.01,48.48,1113.29,0.0
1732570336.0,36.22,313.42,0.0
1732570337.0,32.54,87.62,0.0
1732570338.03,32.21,30.45,0.0
1732570339.03,31.85,11.74,0.0
1732570340.0,31.49,6.44,0.0
1732570341.01,31.14,4.94,0.0
1732570342.01,30.79,4.51,0.0
1732570343.0,30.47,4.39,0.0
1732570344.0,30.13,4.36,0.0
1732570345.03,29.77,4.34,0.0
1732570346.01,29.43,4.34,0.0
1732570347.0,29.1,4.34,0.0
1732570348.0,28.79,4.34,0.0
1732570349.01,28.45,4.34,0.0
1732570350.0,28.12,4.34,0.0
1732570351.0,27.8,4.34,0.0
1732570352.03,27.46,4.34,0.0
1732570353.02,27.16,4.34,0.0
1732570354.01,26.84,4.34,0.0
1732570355.02,26.52,4.34,0.0
1732570356.01,26.2,4.34,0.0
1732570357.0,25.88,4.34,0.0
1732570358.0,25.59,4.34,0.0
1732570359.01,25.27,4.34,0.0
1732570360.01,24.96,4.34,0.0
1732570361.02,24.65,4.34,0.0
1732570362.01,24.34,4.34,0.0
1732570363.01,24.06,4.34,0.0
1732570364.01,23.76,4.34,0.0
1732570365.0,23.45,4.34,0.0
1732570366.0,23.15,4.34,0.0
1732570367.0,22.84,4.34,0.0
1732570368.01,22.57,4.34,0.0
1732570369.0,22.45,11.53,0.0
